{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 1, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL n=20 T=6', 'total_time': 36, 'decision_time': 36, 'conflict_time': 29, 'RL_time': 7}
{'name': 'RL n=20 T=6 filterT', 'total_time': 44, 'decision_time': 44, 'conflict_time': 36, 'RL_time': 7}
{'name': 'RL-smf n=20 T=6', 'total_time': 40, 'decision_time': 39, 'conflict_time': 30, 'RL_time': 8}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 39, 'decision_time': 38, 'conflict_time': 30, 'RL_time': 6}
{'name': 'RL n=50 T=6', 'total_time': 266, 'decision_time': 266, 'conflict_time': 211, 'RL_time': 53}
{'name': 'RL n=50 T=6 filterT', 'total_time': 246, 'decision_time': 246, 'conflict_time': 194, 'RL_time': 51}
{'name': 'RL-smf n=50 T=6', 'total_time': 256, 'decision_time': 256, 'conflict_time': 201, 'RL_time': 50}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 246, 'decision_time': 245, 'conflict_time': 188, 'RL_time': 51}
{'name': 'RL n=100 T=6', 'total_time': 1202, 'decision_time': 1200, 'conflict_time': 786, 'RL_time': 413}
{'name': 'RL n=100 T=6 filterT', 'total_time': 993, 'decision_time': 991, 'conflict_time': 742, 'RL_time': 249}
{'name': 'RL-smf n=100 T=6', 'total_time': 1001, 'decision_time': 1000, 'conflict_time': 744, 'RL_time': 241}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 1034, 'decision_time': 1033, 'conflict_time': 765, 'RL_time': 255}
{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL n=20 T=6', 'total_time': 40, 'decision_time': 40, 'conflict_time': 31, 'RL_time': 8}
{'name': 'RL n=20 T=6 filterT', 'total_time': 41, 'decision_time': 41, 'conflict_time': 31, 'RL_time': 9}
{'name': 'RL-smf n=20 T=6', 'total_time': 46, 'decision_time': 46, 'conflict_time': 34, 'RL_time': 11}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 43, 'decision_time': 43, 'conflict_time': 33, 'RL_time': 9}
{'name': 'RL n=50 T=6', 'total_time': 245, 'decision_time': 244, 'conflict_time': 198, 'RL_time': 46}
{'name': 'RL n=50 T=6 filterT', 'total_time': 259, 'decision_time': 258, 'conflict_time': 192, 'RL_time': 66}
{'name': 'RL-smf n=50 T=6', 'total_time': 252, 'decision_time': 252, 'conflict_time': 197, 'RL_time': 49}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 249, 'decision_time': 249, 'conflict_time': 194, 'RL_time': 50}
{'name': 'RL n=100 T=6', 'total_time': 1548, 'decision_time': 1545, 'conflict_time': 939, 'RL_time': 606}
{'name': 'RL n=100 T=6 filterT', 'total_time': 1379, 'decision_time': 1378, 'conflict_time': 927, 'RL_time': 447}
{'name': 'RL-smf n=100 T=6', 'total_time': 327, 'decision_time': 326, 'conflict_time': 129, 'RL_time': 189}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 330, 'decision_time': 330, 'conflict_time': 139, 'RL_time': 182}
{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL n=20 T=6', 'total_time': 40, 'decision_time': 40, 'conflict_time': 30, 'RL_time': 9}
{'name': 'RL n=20 T=6 filterT', 'total_time': 45, 'decision_time': 45, 'conflict_time': 32, 'RL_time': 13}
{'name': 'RL-smf n=20 T=6', 'total_time': 43, 'decision_time': 43, 'conflict_time': 31, 'RL_time': 9}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 42, 'decision_time': 42, 'conflict_time': 31, 'RL_time': 9}
{'name': 'RL n=50 T=6', 'total_time': 248, 'decision_time': 247, 'conflict_time': 202, 'RL_time': 45}
{'name': 'RL n=50 T=6 filterT', 'total_time': 262, 'decision_time': 261, 'conflict_time': 214, 'RL_time': 45}
{'name': 'RL-smf n=50 T=6', 'total_time': 254, 'decision_time': 254, 'conflict_time': 204, 'RL_time': 45}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 265, 'decision_time': 265, 'conflict_time': 207, 'RL_time': 53}
{'name': 'RL n=100 T=6', 'total_time': 1259, 'decision_time': 1257, 'conflict_time': 924, 'RL_time': 332}
{'name': 'RL n=100 T=6 filterT', 'total_time': 1244, 'decision_time': 1243, 'conflict_time': 913, 'RL_time': 326}
{'name': 'RL-smf n=100 T=6', 'total_time': 35, 'decision_time': 35, 'conflict_time': 3, 'RL_time': 31}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 24, 'decision_time': 24, 'conflict_time': 2, 'RL_time': 20}
{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL n=20 T=6', 'total_time': 43, 'decision_time': 43, 'conflict_time': 32, 'RL_time': 11}
{'name': 'RL n=20 T=6 filterT', 'total_time': 48, 'decision_time': 47, 'conflict_time': 39, 'RL_time': 8}
{'name': 'RL-smf n=20 T=6', 'total_time': 47, 'decision_time': 47, 'conflict_time': 37, 'RL_time': 9}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 46, 'decision_time': 46, 'conflict_time': 36, 'RL_time': 9}
{'name': 'RL n=50 T=6', 'total_time': 224, 'decision_time': 223, 'conflict_time': 178, 'RL_time': 45}
{'name': 'RL n=50 T=6 filterT', 'total_time': 234, 'decision_time': 233, 'conflict_time': 182, 'RL_time': 51}
{'name': 'RL-smf n=50 T=6', 'total_time': 228, 'decision_time': 228, 'conflict_time': 178, 'RL_time': 44}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 227, 'decision_time': 227, 'conflict_time': 176, 'RL_time': 46}
{'name': 'RL n=100 T=6', 'total_time': 1480, 'decision_time': 1479, 'conflict_time': 872, 'RL_time': 607}
{'name': 'RL n=100 T=6 filterT', 'total_time': 1389, 'decision_time': 1388, 'conflict_time': 883, 'RL_time': 503}
{'name': 'RL-smf n=100 T=6', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL n=20 T=6', 'total_time': 40, 'decision_time': 40, 'conflict_time': 31, 'RL_time': 9}
{'name': 'RL n=20 T=6 filterT', 'total_time': 49, 'decision_time': 49, 'conflict_time': 34, 'RL_time': 15}
{'name': 'RL-smf n=20 T=6', 'total_time': 43, 'decision_time': 43, 'conflict_time': 33, 'RL_time': 9}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 45, 'decision_time': 45, 'conflict_time': 33, 'RL_time': 10}
{'name': 'RL n=50 T=6', 'total_time': 241, 'decision_time': 240, 'conflict_time': 198, 'RL_time': 41}
{'name': 'RL n=50 T=6 filterT', 'total_time': 235, 'decision_time': 234, 'conflict_time': 189, 'RL_time': 45}
{'name': 'RL-smf n=50 T=6', 'total_time': 241, 'decision_time': 241, 'conflict_time': 192, 'RL_time': 43}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 231, 'decision_time': 231, 'conflict_time': 184, 'RL_time': 41}
{'name': 'RL n=100 T=6', 'total_time': 1187, 'decision_time': 1186, 'conflict_time': 880, 'RL_time': 304}
{'name': 'RL n=100 T=6 filterT', 'total_time': 1229, 'decision_time': 1228, 'conflict_time': 882, 'RL_time': 343}
{'name': 'RL-smf n=100 T=6', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL n=20 T=6', 'total_time': 43, 'decision_time': 42, 'conflict_time': 30, 'RL_time': 11}
{'name': 'RL n=20 T=6 filterT', 'total_time': 44, 'decision_time': 43, 'conflict_time': 30, 'RL_time': 12}
{'name': 'RL-smf n=20 T=6', 'total_time': 43, 'decision_time': 43, 'conflict_time': 31, 'RL_time': 10}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 48, 'decision_time': 48, 'conflict_time': 37, 'RL_time': 10}
{'name': 'RL n=50 T=6', 'total_time': 255, 'decision_time': 254, 'conflict_time': 196, 'RL_time': 58}
{'name': 'RL n=50 T=6 filterT', 'total_time': 256, 'decision_time': 255, 'conflict_time': 197, 'RL_time': 56}
{'name': 'RL-smf n=50 T=6', 'total_time': 259, 'decision_time': 259, 'conflict_time': 196, 'RL_time': 57}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 268, 'decision_time': 267, 'conflict_time': 199, 'RL_time': 61}
{'name': 'RL n=100 T=6', 'total_time': 1527, 'decision_time': 1525, 'conflict_time': 869, 'RL_time': 656}
{'name': 'RL n=100 T=6 filterT', 'total_time': 1411, 'decision_time': 1409, 'conflict_time': 853, 'RL_time': 552}
{'name': 'RL-smf n=100 T=6', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 1, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL n=20 T=6', 'total_time': 49, 'decision_time': 48, 'conflict_time': 38, 'RL_time': 10}
{'name': 'RL n=20 T=6 filterT', 'total_time': 42, 'decision_time': 42, 'conflict_time': 30, 'RL_time': 11}
{'name': 'RL-smf n=20 T=6', 'total_time': 41, 'decision_time': 41, 'conflict_time': 30, 'RL_time': 10}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 41, 'decision_time': 41, 'conflict_time': 29, 'RL_time': 10}
{'name': 'RL n=50 T=6', 'total_time': 251, 'decision_time': 250, 'conflict_time': 202, 'RL_time': 48}
{'name': 'RL n=50 T=6 filterT', 'total_time': 275, 'decision_time': 274, 'conflict_time': 212, 'RL_time': 60}
{'name': 'RL-smf n=50 T=6', 'total_time': 272, 'decision_time': 272, 'conflict_time': 215, 'RL_time': 52}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 255, 'decision_time': 254, 'conflict_time': 199, 'RL_time': 48}
{'name': 'RL n=100 T=6', 'total_time': 1298, 'decision_time': 1296, 'conflict_time': 981, 'RL_time': 314}
{'name': 'RL n=100 T=6 filterT', 'total_time': 1241, 'decision_time': 1239, 'conflict_time': 898, 'RL_time': 339}
{'name': 'RL-smf n=100 T=6', 'total_time': 1, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
{'name': 'k-smf-twisted-oracle-2-phase-k=5', 'total_time': 0, 'decision_time': None, 'conflict_time': None, 'RL_time': None}
